id	is_sample	time	population	metadata
0	1	0.000000	0	
1	1	0.000000	0	
2	1	0.000000	0	
3	1	0.000000	0	
4	1	0.000000	0	
5	1	0.000000	0	
6	1	0.000000	0	
7	1	0.000000	0	
8	0	0.094284	0	
9	0	0.309602	0	
10	0	0.385189	0	
11	0	0.411822	0	
12	0	0.425495	0	
13	0	0.974667	0	
14	0	1.039379	0	
15	0	1.205692	0	
16	0	1.356222	0	
17	0	1.448349	0	
18	0	2.413168	0	
19	0	2.458146	0	
20	0	2.849839	0	
21	0	3.841042	0	
22	0	4.447357	0	
